clip_id,subset
PAM-0723,train
PAM-0724,train
PAM-0725,test
PAM-0726,train
PAM-0727,train
PAM-0728,train
PAM-0729,train
PAM-0730,train
PAM-0731,train
PAM-0732,test
PAM-0733,test
PAM-0734,train
PAM-0735,train
PAM-0736,train
PAM-0737,train
PAM-0738,train
PAM-0739,train
PAM-0740,train
PAM-0741,train
PAM-0742,train
PAM-0743,train
PAM-0744,train
PAM-0745,train
PAM-0746,train
PAM-0747,test
PAM-0748,train
PAM-0749,train
PAM-0750,train
PAM-0751,train
PAM-0752,test
PAM-0753,train
PAM-0754,train
PAM-0755,train
PAM-0756,train
PAM-0757,test
PAM-0758,train
PAM-0759,train
PAM-0760,train
PAM-0761,train
PAM-0762,train
PAM-0763,train
PAM-0764,train
PAM-0765,train
PAM-0766,train
PAM-0767,train
PAM-0768,train
PAM-0769,train
PAM-0770,train
PAM-0771,train
PAM-0772,train
PAM-0773,train
PAM-0774,train
PAM-0775,train
PAM-0776,train
PAM-0777,test
PAM-0778,train
PAM-0779,train
PAM-0780,test
PAM-0781,train
PAM-0782,train
PAM-0783,train
PAM-0784,train
PAM-0785,test
PAM-0786,train
PAM-0787,train
PAM-0788,test
PAM-0789,train
PAM-0790,train
PAM-0791,train
PAM-0792,train
PAM-0793,train
PAM-0794,train
PAM-0795,train
PAM-0796,train
PAM-0797,train
PAM-0798,train
PAM-0799,train
PAM-0800,test
PAM-0801,train
PAM-0802,train
PAM-0803,train
PAM-0804,train
PAM-0805,train
PAM-0806,train
PAM-0807,train
PAM-0808,train
PAM-0809,train
PAM-0810,train
PAM-0811,test
PAM-0812,train
PAM-0813,train
PAM-0814,train
PAM-0815,test
PAM-0816,train
PAM-0817,train
PAM-0818,train
PAM-0819,train
PAM-0820,train
PAM-0821,train
PAM-0822,test
PAM-0823,train
PAM-0824,test
PAM-0825,train
PAM-0826,train
PAM-0827,test
PAM-0828,train
PAM-0829,train
PAM-0830,train
PAM-0831,train
PAM-0832,train
PAM-0833,test
PAM-0834,train
PAM-0835,train
PAM-0836,train
PAM-0837,train
PAM-0838,train
PAM-0839,train
PAM-0840,train
PAM-0841,train
PAM-0842,train
PAM-0843,train
PAM-0844,train
PAM-0845,test
PAM-0846,train
PAM-0847,train
PAM-0848,train
PAM-0849,train
PAM-0850,train
PAM-0851,train
PAM-0852,train
PAM-0853,train
PAM-0854,train
PAM-0855,train
PAM-0856,train
PAM-0857,train
PAM-0858,train
PAM-0859,test
PAM-0860,train
PAM-0861,train
PAM-0862,train
PAM-0863,train
PAM-0864,train
PAM-0865,test
PAM-0866,train
PAM-0867,test
PAM-0868,test
PAM-0869,train
PAM-0870,train
PAM-0871,test
PAM-0872,train
PAM-0873,train
PAM-0874,train
PAM-0875,train
PAM-0876,test
PAM-0877,train
PAM-0878,test
PAM-0879,train
PAM-0880,train
PAM-0881,test
PAM-0882,test
PAM-0883,train
PAM-0884,train
PAM-0885,train
PAM-0886,train
PAM-0887,train
PAM-0888,train
PAM-0889,train
PAM-0890,train
PAM-0891,train
PAM-0892,train
PAM-0893,train
PAM-0894,train
PAM-0895,train
PAM-0896,test
PAM-0897,train
PAM-0898,test
PAM-0899,test
PAM-0900,test
PAM-0901,train
PAM-0902,train
PAM-0903,test
PAM-0904,train
PAM-0905,test
PAM-0906,train
PAM-0907,train
PAM-0908,test
PAM-0909,train
PAM-0910,train
PAM-0911,train
PAM-0912,train
PAM-0913,train
PAM-0914,train
PAM-0915,test
PAM-0916,train
PAM-0917,train
PAM-0918,train
PAM-0919,train
PAM-0920,train
PAM-0921,test
PAM-0922,train
PAM-0923,train
PAM-0924,train
PAM-0925,train
PAM-0926,train
PAM-0927,train
PAM-0928,train
PAM-0929,train
PAM-0930,train
PAM-0931,train
PAM-0932,test
PAM-0933,train
PAM-0934,test
PAM-0935,train
PAM-0936,train
PAM-0937,test
PAM-0938,test
PAM-0939,test
PAM-0940,train
PAM-0941,train
PAM-0942,train
PAM-0943,test
PAM-0944,train
PAM-0945,train
PAM-0946,train
PAM-0947,train
PAM-0948,train
PAM-0949,train
PAM-0950,train
PAM-0951,train
PAM-0952,train
PAM-0953,test
PAM-0954,test
PAM-0955,train
PAM-0956,train
PAM-0957,train
PAM-0958,train
PAM-0959,train
PAM-0960,train
PAM-0961,train
PAM-0962,train
PAM-0963,train
PAM-0964,train
PAM-0965,train
PAM-0966,train
PAM-0967,train
PAM-0968,train
PAM-0969,train
PAM-0970,train
PAM-0971,train
PAM-0972,train
PAM-0973,train
PAM-0974,train
PAM-0975,test
PAM-0976,train
PAM-0977,test
PAM-0978,train
PAM-0979,train
PAM-0980,train
PAM-0981,test
PAM-0982,train
PAM-0983,train
PAM-0984,train
PAM-0985,train
PAM-0986,test
PAM-0987,test
PAM-0988,train
PAM-0989,train
PAM-0990,train
PAM-0991,train
PAM-0992,train
PAM-0993,train
PAM-0994,train
PAM-0995,test
PAM-0996,test
PAM-0997,test
PAM-0998,train
PAM-0999,train
PAM-1000,train
PAM-1001,test
PAM-1002,train
PAM-1003,test
PAM-1004,test
PAM-1005,train
PAM-1006,train
PAM-1007,train
PAM-1008,train
PAM-1009,train
PAM-1010,train
PAM-1011,test
PAM-1012,train
PAM-1013,train
PAM-1014,train
PAM-1015,train
PAM-1016,test
PAM-1017,train
PAM-1018,train
PAM-1019,test
PAM-1020,train
PAM-1021,train
PAM-1022,train
PAM-1023,train
PAM-1024,train
PAM-1025,train
PAM-1026,train
PAM-1027,train
PAM-1028,train
PAM-1029,train
PAM-1030,test
PAM-1031,train
PAM-1032,train
PAM-1033,train
PAM-1034,train
PAM-1035,train
PAM-1036,test
PAM-1037,test
PAM-1038,train
PAM-1039,train
PAM-1040,train
PAM-1041,test
PAM-1042,train
PAM-1043,train
PAM-1044,train
PAM-1045,train
PAM-1046,train
PAM-1047,train
PAM-1048,train
PAM-1049,train
PAM-1050,train
PAM-1051,train
PAM-1052,train
PAM-1053,train
PAM-1054,train
PAM-1055,train
PAM-1056,train
PAM-1057,train
PAM-1058,train
PAM-1059,train
PAM-1060,train
PAM-1061,train
PAM-1062,train
PAM-1063,train
PAM-1064,train
PAM-1065,train
PAM-1066,train
PAM-1067,train
PAM-1068,train
PAM-1069,train
PAM-1070,train
PAM-1071,test
PAM-1072,train
PAM-1073,train
PAM-1074,train
PAM-1075,train
PAM-1076,train
PAM-1077,test
PAM-1078,train
PAM-1079,test
PAM-1080,train
PAM-1081,train
PAM-1082,train
PAM-1083,train
PAM-1084,test
PAM-1085,test
PAM-1086,test
PAM-1087,train
PAM-1088,test
PAM-1089,train
PAM-1090,train
PAM-1091,train
PAM-1092,train
PAM-1093,test
PAM-1094,test
PAM-1095,train
PAM-1096,train
PAM-1097,test
PAM-1098,train
PAM-1099,train
PAM-1100,train
PAM-1101,train
PAM-1102,test
PAM-1103,train
PAM-1104,train
PAM-1105,train
PAM-1106,test
PAM-1107,train
PAM-1108,test
PAM-1109,train
PAM-1110,train
PAM-1111,test
PAM-1112,train
PAM-1113,test
PAM-1114,train
PAM-1115,train
PAM-1116,train
PAM-1117,train
PAM-1118,test
PAM-1119,train
PAM-1120,train
PAM-1121,train
PAM-1122,train
PAM-1123,train
PAM-1124,train
PAM-1125,train
PAM-1126,train
PAM-1127,test
PAM-1128,test
PAM-1129,train
PAM-1130,test
PAM-1131,train
PAM-1132,test
PAM-1133,train
PAM-1134,test
PAM-1135,train
PAM-1136,test
PAM-1137,train
PAM-1138,train
PAM-1139,test
PAM-1140,test
PAM-1141,test
PAM-1142,train
PAM-1143,train
PAM-1144,train
PAM-1145,train
PAM-1146,train
PAM-1147,test
PAM-1148,train
PAM-1149,test
PAM-1150,train
PAM-1151,train
PAM-1152,train
PAM-1153,train
PAM-1154,test
PAM-1155,train
PAM-1156,train
PAM-1157,train
PAM-1158,test
PAM-1159,train
PAM-1160,train
PAM-1161,train
PAM-1162,train
PAM-1163,train
PAM-1164,train
PAM-1165,train
PAM-1166,train
PAM-1167,test
PAM-1168,train
PAM-1169,train
PAM-1170,train
PAM-1171,train
PAM-1172,train
PAM-1173,train
PAM-1174,train
PAM-1175,train
PAM-1176,train
PAM-1177,train
PAM-1178,train
PAM-1179,train
PAM-1180,train
PAM-1181,train
PAM-1182,train
PAM-1183,train
PAM-1184,train
PAM-1185,train
PAM-1186,test
PAM-1187,test
PAM-1188,train
PAM-1189,train
PAM-1190,train
PAM-1191,train
PAM-1192,train
PAM-1193,test
PAM-1194,train
PAM-1195,train
PAM-1196,test
PAM-1197,test
PAM-1198,train
PAM-1199,train
PAM-1200,train
PAM-1201,test
PAM-1202,train
PAM-1203,test
PAM-1204,train
PAM-1205,train
PAM-1206,train
PAM-1207,train
PAM-1208,train
PAM-1209,train
PAM-1210,train
PAM-1211,train
PAM-1212,train
PAM-1213,train
PAM-1214,train
PAM-1215,train
PAM-1216,train
PAM-1217,train
PAM-1218,test
PAM-1219,test
PAM-1220,train
PAM-1221,train
PAM-1222,train
PAM-1223,test
PAM-1224,train
PAM-1225,train
PAM-1226,train
PAM-1227,train
PAM-1228,train
PAM-1229,train
PAM-1230,train
PAM-1231,train
PAM-1232,train
PAM-1233,train
PAM-1234,train
PAM-1235,train
PAM-1236,train
PAM-1237,train
PAM-1238,train
PAM-1239,test
PAM-1240,train
PAM-1241,train
PAM-1242,train
PAM-1243,train
PAM-1244,train
PAM-1245,train
PAM-1246,train
PAM-1247,train
PAM-1248,train
PAM-1249,train
PAM-1250,train
PAM-1251,train
PAM-1252,train
PAM-1253,test
PAM-1254,train
PAM-1255,train
PAM-1256,train
PAM-1257,train
PAM-1258,train
PAM-1259,train
PAM-1260,test
PAM-1261,train
PAM-1262,train
PAM-1263,train
PAM-1264,train
PAM-1265,train
PAM-1266,train
PAM-1267,train
PAM-1268,train
PAM-1269,test
PAM-1270,train
PAM-1271,train
PAM-1272,test
PAM-1273,test
PAM-1274,train
PAM-1275,train
PAM-1276,train
PAM-1277,test
PAM-1278,train
PAM-1279,train
PAM-1280,train
PAM-1281,train
PAM-1282,train
PAM-1283,train
PAM-1284,train
PAM-1285,train
PAM-1286,train
PAM-1287,train
PAM-1288,train
PAM-1289,test
PAM-1290,train
PAM-1291,train
PAM-1292,train
PAM-1293,test
PAM-1294,train
PAM-1295,train
PAM-1296,train
PAM-1297,train
PAM-1298,train
PAM-1299,test
PAM-1300,test
PAM-1301,train
PAM-1302,train
PAM-1303,train
PAM-1304,train
PAM-1305,test
PAM-1306,train
PAM-1307,train
PAM-1308,train
PAM-1309,train
PAM-1310,train
PAM-1311,train
PAM-1312,train
PAM-1313,train
PAM-1314,train
PAM-1315,train
PAM-1316,train
PAM-1317,train
PAM-1318,train
PAM-1319,train
PAM-1320,train
PAM-1321,train
PAM-1322,test
PAM-1323,train
PAM-1324,train
PAM-1325,train
PAM-1326,train
PAM-1327,train
PAM-1328,test
PAM-1329,test
PAM-1330,train
PAM-1331,train
PAM-1332,train
PAM-1333,train
PAM-1334,train
PAM-1335,train
PAM-1336,test
PAM-1337,train
PAM-1338,train
PAM-1339,train
PAM-1340,test
PAM-1341,train
PAM-1342,train
PAM-1343,train
PAM-1344,train
PAM-1345,train
PAM-1346,train
PAM-1347,test
PAM-1348,train
PAM-1349,train
PAM-1350,train
PAM-1351,train
PAM-1352,train
PAM-1353,train
PAM-1354,test
PAM-1355,train
PAM-1356,test
PAM-1357,train
PAM-1358,train
PAM-1359,test
PAM-1360,train
PAM-1361,train
PAM-1362,train
PAM-1363,train
PAM-1364,train
PAM-1365,train
PAM-1366,test
PAM-1367,train
PAM-1368,test
PAM-1369,train
PAM-1370,train
PAM-1371,train
PAM-1372,test
PAM-1373,train
PAM-1374,train
PAM-1375,train
PAM-1376,test
PAM-1377,train
PAM-1378,train
PAM-1379,test
PAM-1380,train
PAM-1381,train
PAM-1382,train
PAM-1383,test
PAM-1384,train
PAM-1385,test
PAM-1386,train
PAM-1387,train
PAM-1388,train
PAM-1389,train
PAM-1390,test
PAM-1391,train
PAM-1392,train
PAM-1393,train
PAM-1394,test
PAM-1395,train
PAM-1396,train
PAM-1397,test
PAM-1398,train
PAM-1399,train
PAM-1400,train
PAM-1401,train
PAM-1402,train
PAM-1403,train
PAM-1404,train
PAM-1405,train
PAM-1406,train
PAM-1407,train
PAM-1408,test
PAM-1409,test
PAM-1410,train
PAM-1411,train
PAM-1412,train
PAM-1413,train
PAM-1414,train
PAM-1415,train
PAM-1416,test
PAM-1417,train
PAM-1418,train
PAM-1419,train
PAM-1420,train
PAM-1421,train
PAM-1422,train
PAM-1423,train
PAM-1424,train
PAM-1425,train
PAM-1426,train
PAM-1427,test
PAM-1428,train
PAM-1429,train
PAM-1430,train
PAM-1431,train
PAM-1432,train
PAM-1433,train
PAM-1434,train
PAM-1435,train
PAM-1436,train
PAM-1437,train
PAM-1438,train
PAM-1439,train
PAM-1440,train
PAM-1441,test
PAM-1442,train
PAM-1443,train
PAM-1444,train
PAM-1445,train
PAM-1446,test
PAM-1447,train
PAM-1448,train
PAM-1449,train
PAM-1450,train
PAM-1451,train
PAM-1452,test
PAM-1453,train
PAM-1454,train
PAM-1455,train
PAM-1456,test
PAM-1457,train
PAM-1458,train
PAM-1459,train
PAM-1460,train
PAM-1461,train
PAM-1462,train
PAM-1463,train
PAM-1464,train
PAM-1465,train
PAM-1466,train
PAM-1467,test
PAM-1468,train
PAM-1469,train
PAM-1470,test
PAM-1471,test
PAM-1472,test
PAM-1473,train
PAM-1474,train
PAM-1475,train
PAM-1476,train
PAM-1477,train
PAM-1478,train
PAM-1479,train
PAM-1480,train
PAM-1481,train
PAM-1482,test
PAM-1483,test
PAM-1484,train
PAM-1485,train
PAM-1486,train
PAM-1487,test
PAM-1488,train
PAM-1489,train
PAM-1490,train
PAM-1491,train
PAM-1492,train
PAM-1493,train
PAM-1494,train
PAM-1495,test
PAM-1496,train
PAM-1497,test
PAM-1498,train
PAM-1499,train
PAM-1500,train
PAM-1501,train
PAM-1502,train
PAM-1503,train
PAM-1504,train
PAM-1505,train
PAM-1506,train
PAM-1507,test
PAM-1508,train
PAM-1509,test
PAM-1510,train
PAM-1511,train
PAM-1512,train
PAM-1513,train
PAM-1514,train
PAM-1515,train
PAM-1516,train
PAM-1517,test
PAM-1518,train
PAM-1519,test
PAM-1520,train
PAM-1521,test
PAM-1522,train
PAM-1523,train
PAM-1524,train
PAM-1525,train
PAM-1526,train
PAM-1527,train
PAM-1528,train
PAM-1529,train
PAM-1530,test
PAM-1531,train
PAM-1532,test
PAM-1533,train
PAM-1534,train
PAM-1535,test
PAM-1536,train
PAM-1537,train
PAM-1538,train
PAM-1539,train
PAM-1540,test
PAM-1541,train
PAM-1542,train
PAM-1543,train
PAM-1544,test
PAM-1545,train
PAM-1546,train
PAM-1547,train
PAM-1548,train
PAM-1549,train
PAM-1550,train
PAM-1551,test
PAM-1552,train
PAM-1553,train
